========================================
 Exported from Brekel Pro Face 2 v2.23
========================================
File format version:		1.0
Machinename:				ssc-6430b
Licensed to:				 Erin Heerey
Export date/time:			29/03/2017 15:16:10
Number of frames:			8948

==========
 Face: 1
==========
timestamp	isTracked	bodyId	neckPosX	neckPosY	neckPosZ	neckRotX	neckRotY	neckRotZ	headPosX	headPosY	headPosZ	headRotX	headRotY	headRotZ	Brow_Up_L	Brow_Up_R	Brow_Down_L	Brow_Down_R	Eye_Closed_L	Eye_Closed_R	Cheek_Puffed_L	Cheek_Puffed_R	Lips_Pucker	Lips_Stretch_L	Lips_Stretch_R	Lip_Lower_Down_L	Lip_Lower_Down_R	Smile_L	Smile_R	Frown_L	Frown_R	Jaw_L	Jaw_R	Jaw_Open
82.46667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.50000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.53333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.56667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.60000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.63333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.66666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.70000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.73333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.76667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.80000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.83334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.86667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.90000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.93333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
82.96667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.00000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.03333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.06667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.10000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.13333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.16666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.20000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.23333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.26667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.30000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.33334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.36667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.40000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.43333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.46667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.50000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.53333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.56667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.60000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.63333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.66666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.70000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.73333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.76667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.80000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.83334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.86667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.90000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.93333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
83.96667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.00000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.03333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.06667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.10000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.13333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.16666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.20000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.23333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.26667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.30000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.33334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.36667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.40000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.43333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.46667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.50000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.53333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.56667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.60000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.63333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.66666	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.70000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.73333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.76667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.80000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.83334	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.86667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.90000	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.93333	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
84.96667	1	3	-1.50773	-1.68765	-93.65511	-4.55495	-12.80039	-2.18195	0.68025	7.95688	2.28499	7.39181	14.08011	1.26938	34.80733	31.41938	-0.00008	0.00000	22.06141	15.22832	32.97740	45.05043	0.00000	34.48804	29.06981	8.00485	5.00864	86.16735	80.31444	24.84124	18.23990	0.36605	2.11190	26.19046	
